Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,ID
,Low Fat,0.101561568,Canned,181.9292,1985,Medium,Tier 3,Supermarket Type3,3101.2964,FDX25OUT027
,Low Fat,0.005949644,Household,165.6526,1985,Medium,Tier 3,Supermarket Type3,4769.1254,NCX42OUT027
,Regular,0.13956116,Seafood,170.4764,1985,Medium,Tier 3,Supermarket Type3,3435.528,FDG33OUT027
14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,2002,,Tier 2,Supermarket Type1,1133.8574,FDL56OUT045
7.55,Low Fat,0.027164679,Canned,152.334,2004,Small,Tier 2,Supermarket Type1,2603.278,FDF14OUT035
13,Low Fat,0.099325278,Household,45.406,1997,Small,Tier 1,Supermarket Type1,605.878,NCD06OUT046
,Low Fat,0.04357366,Hard Drinks,192.8846,1985,Medium,Tier 3,Supermarket Type3,2293.0152,DRM47OUT027
,Regular,0.082741482,Snack Foods,118.7782,1985,Small,Tier 1,Grocery Store,119.1782,FDS46OUT019
12.3,Regular,0.064565202,Starchy Foods,92.9804,1987,High,Tier 3,Supermarket Type1,1929.4884,FDB35OUT013
,LF,0.084554569,Snack Foods,109.8912,1985,Medium,Tier 3,Supermarket Type3,2074.6328,FDX21OUT027
,Low Fat,0.058451805,Health and Hygiene,79.9618,1985,Medium,Tier 3,Supermarket Type3,241.6854,NCU05OUT027
17.25,Low Fat,0.113748685,Household,251.3724,2002,,Tier 2,Supermarket Type1,6795.1548,NCR38OUT045
15.85,Low Fat,0.020603511,Household,42.7112,2007,,Tier 2,Supermarket Type1,639.168,NCR18OUT017
18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,2004,Small,Tier 2,Supermarket Type1,3248.4382,NCU41OUT035
16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,2007,,Tier 2,Supermarket Type1,7222.5984,FDY56OUT017
14.1,Low Fat,0.087977262,Dairy,229.0668,2004,Small,Tier 2,Supermarket Type1,3225.1352,DRJ51OUT035
7.905,Low Fat,0.010010425,Snack Foods,249.0408,2004,Small,Tier 2,Supermarket Type1,3755.112,FDK21OUT035
12,Low Fat,0.033946163,Canned,179.3976,1987,High,Tier 3,Supermarket Type1,3440.8544,FDY25OUT013
12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,2004,Small,Tier 2,Supermarket Type1,974.7312,FDU44OUT035
10.1,Low Fat,0.027106459,Meat,75.367,1999,Medium,Tier 1,Supermarket Type1,535.969,FDL43OUT049
17.5,Low Fat,0.027022883,Frozen Foods,262.491,2007,,Tier 2,Supermarket Type1,5259.82,FDF05OUT017
,Low Fat,0.058153409,Dairy,152.034,1985,Small,Tier 1,Grocery Store,306.268,DRF15OUT019
17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,2009,Medium,Tier 3,Supermarket Type2,1779.0176,FDL20OUT018
7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,1999,Medium,Tier 1,Supermarket Type1,759.012,FDV32OUT049
11.8,Regular,0.09357779,Snack Foods,125.9704,1987,High,Tier 3,Supermarket Type1,1877.556,FDJ34OUT013
13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,2002,,Tier 2,Supermarket Type1,3779.0808,FDG08OUT045
,Low Fat,0.148392623,Frozen Foods,41.5796,1985,Small,Tier 1,Grocery Store,41.2796,FDQ04OUT019
8.5,Low Fat,0.098438394,Canned,51.1324,2007,,Tier 2,Supermarket Type1,259.662,FDW13OUT017
8.645,Low Fat,0.143303291,Health and Hygiene,96.341,1987,High,Tier 3,Supermarket Type1,193.082,NCI17OUT013
17.6,Regular,0.076276208,Meat,110.9202,2002,,Tier 2,Supermarket Type1,1687.803,FDY03OUT045
9.1,Low Fat,0.175103435,Baking Goods,127.5362,2007,,Tier 2,Supermarket Type1,4655.9394,FDS12OUT017
12.8,Regular,0.023511371,Meat,225.9404,1987,High,Tier 3,Supermarket Type1,4950.8888,FDJ55OUT013
7.63,Low Fat,0.06105276,Soft Drinks,95.4436,2004,Small,Tier 2,Supermarket Type1,1418.154,DRK01OUT035
9.285,Regular,0.049559042,Frozen Foods,246.4144,2007,,Tier 2,Supermarket Type1,1225.072,FDG28OUT017
13.6,Regular,0.119418124,Dairy,231.03,2002,,Tier 2,Supermarket Type1,5359.69,FDY38OUT045
8.895,Low Fat,0.072545601,Breakfast,176.237,2002,,Tier 2,Supermarket Type1,1764.37,FDN01OUT045
16.35,Low Fat,0.090486828,Household,195.211,1987,High,Tier 3,Supermarket Type1,2553.343,NCR54OUT013
17.6,Low Fat,0.056245075,Frozen Foods,43.3454,1987,High,Tier 3,Supermarket Type1,1006.6896,FDG29OUT013
7.975,Low Fat,0.014618973,Baking Goods,85.225,1987,High,Tier 3,Supermarket Type1,1081.925,FDG24OUT013
15.85,Low Fat,0.043479126,Starchy Foods,36.7164,2007,,Tier 2,Supermarket Type1,308.9312,FDG59OUT017
15.7,Low Fat,0.045166237,Frozen Foods,178.666,1987,High,Tier 3,Supermarket Type1,2516.724,FDM28OUT013
8.985,Regular,0.057827101,Frozen Foods,128.831,1997,Small,Tier 1,Supermarket Type1,1428.141,FDW04OUT046
20.35,Low Fat,0.089394766,Dairy,260.1594,1987,High,Tier 3,Supermarket Type1,2093.2752,FDS26OUT013
6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,1987,High,Tier 3,Supermarket Type1,1929.4884,FDQ56OUT013
19.85,Low Fat,0.005234153,Dairy,264.0884,2004,Small,Tier 2,Supermarket Type1,5829.7448,FDK51OUT035
16.85,Low Fat,0.036390174,Snack Foods,91.4488,1997,Small,Tier 1,Supermarket Type1,2082.6224,FDL22OUT046
,Low Fat,0.03292824,Meat,173.1738,1985,Medium,Tier 3,Supermarket Type3,7298.4996,FDH19OUT027
16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,1987,High,Tier 3,Supermarket Type1,7452.9652,FDY55OUT013
17.6,Regular,0.076552407,Meat,110.5202,2007,,Tier 2,Supermarket Type1,450.0808,FDY03OUT017
7.905,Low Fat,0.016758569,Snack Foods,250.4408,1998,,Tier 3,Grocery Store,500.6816,FDK21OUT010
,Low Fat,0.044248175,Snack Foods,126.202,1985,Medium,Tier 3,Supermarket Type3,3668.558,FDZ10OUT027
7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,2009,Medium,Tier 3,Supermarket Type2,736.3748,FDZ32OUT018
7.825,Low Fat,0.186032678,Household,253.0698,2004,Small,Tier 2,Supermarket Type1,6088.0752,NCZ18OUT035
,Low Fat,0.031867464,Household,101.0016,1985,Medium,Tier 3,Supermarket Type3,2125.2336,NCF07OUT027
20.75,Low Fat,0.021370201,Soft Drinks,153.0024,2007,,Tier 2,Supermarket Type1,2277.036,DRE49OUT017
,Low Fat,0.193772568,Fruits and Vegetables,190.3846,1985,Small,Tier 1,Grocery Store,573.2538,FDJ08OUT019
6.26,Regular,0.009866049,Meat,151.1366,2004,Small,Tier 2,Supermarket Type1,2267.049,FDT39OUT035
18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,1998,,Tier 3,Grocery Store,296.9468,FDE08OUT010
13,Low Fat,0.099729888,Household,46.306,2009,Medium,Tier 3,Supermarket Type2,559.272,NCD06OUT018
20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,2004,Small,Tier 2,Supermarket Type1,5559.43,FDB57OUT035
8.695,Low Fat,0.119721451,Household,95.5094,1999,Medium,Tier 1,Supermarket Type1,1237.7222,NCT54OUT049
7.27,Low Fat,0.071222087,Soft Drinks,113.5518,2002,,Tier 2,Supermarket Type1,569.259,DRF49OUT045
,Regular,0.060371962,Breakfast,174.0712,1985,Medium,Tier 3,Supermarket Type3,3866.9664,FDM25OUT027
12.85,low fat,0.033287541,Fruits and Vegetables,198.4768,2002,,Tier 2,Supermarket Type1,1379.5376,FDF20OUT045
7.075,Low Fat,0.05858462,Dairy,142.7128,2009,Medium,Tier 3,Supermarket Type2,1869.5664,FDH27OUT018
,Regular,0.11679292,Baking Goods,196.211,1985,Medium,Tier 3,Supermarket Type3,5499.508,FDV60OUT027
8.195,Low Fat,0.031452265,Baking Goods,94.3462,1999,Medium,Tier 1,Supermarket Type1,925.462,FDY59OUT049
7.09,Low Fat,0.00721395,Baking Goods,47.9034,2004,Small,Tier 2,Supermarket Type1,583.2408,FDK36OUT035
6.095,Low Fat,0.081196619,Others,141.4154,1997,Small,Tier 1,Supermarket Type1,1418.154,NCM31OUT046
19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,2007,,Tier 2,Supermarket Type1,942.7728,FDE33OUT017
6.15,Low Fat,0.04627095,Baking Goods,99.3384,1997,Small,Tier 1,Supermarket Type1,2364.9216,FDU36OUT046
,Regular,0.02747716,Canned,87.9856,1985,Medium,Tier 3,Supermarket Type3,3251.7672,FDV13OUT027
,Regular,0.104704537,Fruits and Vegetables,125.2678,1985,Small,Tier 1,Grocery Store,254.3356,FDV20OUT019
17.7,Low Fat,0.012540003,Household,167.0474,2004,Small,Tier 2,Supermarket Type1,5895.659,NCQ54OUT035
17.85,Low Fat,0.147023834,Breads,93.7436,2009,Medium,Tier 3,Supermarket Type2,1134.5232,FDO23OUT018
9.395,Low Fat,0.159657596,Soft Drinks,224.972,2002,,Tier 2,Supermarket Type1,7696.648,DRE60OUT045
15.75,Low Fat,0.141398626,Hard Drinks,250.5382,2007,,Tier 2,Supermarket Type1,2775.7202,DRP47OUT017
7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,2002,,Tier 2,Supermarket Type1,5317.0788,FDB21OUT045
7.075,Low Fat,0,Frozen Foods,98.0068,2009,Medium,Tier 3,Supermarket Type2,874.8612,FDR04OUT018
6.445,Low Fat,0.029691762,Baking Goods,92.6436,1997,Small,Tier 1,Supermarket Type1,1039.9796,FDX23OUT046
19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,2004,Small,Tier 2,Supermarket Type1,3038.0454,FDX19OUT035
20.25,Regular,0.014790559,Dairy,193.6162,2004,Small,Tier 2,Supermarket Type1,3848.324,FDD40OUT035
15,Regular,0.054378253,Canned,59.1904,1997,Small,Tier 1,Supermarket Type1,527.3136,FDA01OUT046
6.67,Regular,0.123428594,Snack Foods,89.1514,1997,Small,Tier 1,Supermarket Type1,2390.8878,FDS33OUT046
,Regular,0.029943463,Canned,60.222,1985,Medium,Tier 3,Supermarket Type3,1677.816,FDM50OUT027
16.7,Regular,0.052368061,Frozen Foods,112.7176,1987,High,Tier 3,Supermarket Type1,801.6232,FDB29OUT013
7.07,Low Fat,0.093861144,Snack Foods,115.5834,2002,,Tier 2,Supermarket Type1,1267.0174,FDF46OUT045
6.48,Low Fat,0.033968647,Snack Foods,148.0076,2002,,Tier 2,Supermarket Type1,886.8456,FDA33OUT045
19,Regular,0.173154079,Fruits and Vegetables,228.272,1998,,Tier 3,Grocery Store,452.744,FDC08OUT010
13.35,Low Fat,0.139735226,Frozen Foods,147.5392,2002,,Tier 2,Supermarket Type1,3877.6192,FDB53OUT045
,Low Fat,0.043351896,Fruits and Vegetables,146.6418,1985,Medium,Tier 3,Supermarket Type3,4414.254,FDY31OUT027
,Low Fat,0.042086652,Hard Drinks,122.4388,1985,Medium,Tier 3,Supermarket Type3,5448.9072,DRQ35OUT027
9.695,Regular,0.12848269,Baking Goods,223.9404,1999,Medium,Tier 1,Supermarket Type1,4950.8888,FDX36OUT049
15,Low Fat,0.049357077,Soft Drinks,62.6168,2007,,Tier 2,Supermarket Type1,958.752,DRD13OUT017
11.15,Regular,0.008326735,Dairy,149.9708,2007,,Tier 2,Supermarket Type1,1956.1204,FDC52OUT017
20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,1999,Medium,Tier 1,Supermarket Type1,2404.2038,FDB45OUT049
9.8,Low Fat,0.151420934,Others,194.3478,1998,,Tier 3,Grocery Store,387.4956,NCK19OUT010
16.35,Low Fat,0.032511818,Meat,165.0842,1987,High,Tier 3,Supermarket Type1,994.7052,FDV51OUT013
9.6,Regular,0.022323658,Breads,101.299,2002,,Tier 2,Supermarket Type1,1754.383,FDZ35OUT045
,Low Fat,0.019292355,Health and Hygiene,129.9994,1985,Medium,Tier 3,Supermarket Type3,3340.9844,NCW17OUT027
13.35,Low Fat,0.048124443,Breads,216.7166,2002,,Tier 2,Supermarket Type1,3918.8988,FDV59OUT045
20.7,Low Fat,0.09261307,Dairy,76.367,1987,High,Tier 3,Supermarket Type1,306.268,DRH39OUT013
,Low Fat,0.094697274,Baking Goods,158.4604,1985,Medium,Tier 3,Supermarket Type3,4278.4308,FDN60OUT027
16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,2002,,Tier 2,Supermarket Type1,4425.5726,FDU55OUT045
,Regular,0.056596985,Snack Foods,230.9984,1985,Medium,Tier 3,Supermarket Type3,9267.936,FDN58OUT027
,Low Fat,0.2047,Frozen Foods,76.867,1985,Small,Tier 1,Grocery Store,229.701,FDC41OUT019
,Regular,0.020618324,Breakfast,129.3994,1985,Medium,Tier 3,Supermarket Type3,2055.9904,FDO01OUT027
5.5,Low Fat,0.04709821,Others,101.3016,1997,Small,Tier 1,Supermarket Type1,3339.6528,NCO43OUT046
15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,2002,,Tier 2,Supermarket Type1,6410.3224,FDQ07OUT045
15.7,Regular,0.038078899,Frozen Foods,122.9046,2007,,Tier 2,Supermarket Type1,1992.0736,FDF28OUT017
7.895,reg,0.095102092,Breakfast,104.4332,2007,,Tier 2,Supermarket Type1,2870.9296,FDM01OUT017
,Regular,0.011953902,Canned,164.5184,1985,Medium,Tier 3,Supermarket Type3,2807.0128,FDY49OUT027
17.35,Regular,0.062799379,Baking Goods,88.183,1987,High,Tier 3,Supermarket Type1,539.298,FDR24OUT013
7.285,Low Fat,0.031125709,Household,174.3054,1987,High,Tier 3,Supermarket Type1,4377.635,NCY18OUT013
20.25,Low Fat,0.026005891,Household,180.9976,2002,,Tier 2,Supermarket Type1,2716.464,NCY30OUT045
,Low Fat,0.09246392,Snack Foods,190.9504,1985,Small,Tier 1,Grocery Store,383.5008,FDJ22OUT019
15.85,Low Fat,0.107765165,Soft Drinks,59.5904,1999,Medium,Tier 1,Supermarket Type1,703.0848,DRI37OUT049
6.17,Low Fat,0.010647477,Meat,66.3826,1999,Medium,Tier 1,Supermarket Type1,1937.478,FDL27OUT049
19.5,Low Fat,0.015749341,Household,182.2608,1999,Medium,Tier 1,Supermarket Type1,3307.6944,NCO30OUT049
19.2,Low Fat,0.077628053,Household,197.611,1999,Medium,Tier 1,Supermarket Type1,3142.576,NCB07OUT049
16.7,Low Fat,0,Canned,181.2292,2009,Medium,Tier 3,Supermarket Type2,2554.0088,FDX25OUT018
20.85,Regular,0.056695731,Breads,104.0648,2009,Medium,Tier 3,Supermarket Type2,1869.5664,FDP59OUT018
14.5,Regular,0.063993068,Breads,260.4594,2002,,Tier 2,Supermarket Type1,5494.8474,FDR59OUT045
11.395,Regular,0.069529262,Meat,233.1616,1987,High,Tier 3,Supermarket Type1,6093.4016,FDT27OUT013
7.97,Low Fat,0.034452949,Soft Drinks,174.0422,1997,Small,Tier 1,Supermarket Type1,2586.633,DRI01OUT046
7.71,Regular,0.06670068,Snack Foods,55.2956,1999,Medium,Tier 1,Supermarket Type1,1255.6988,FDU09OUT049
19.25,Regular,0.034699737,Canned,141.7496,1997,Small,Tier 1,Supermarket Type1,4093.3384,FDH26OUT046
7.075,Low Fat,0.058346939,Dairy,142.2128,1997,Small,Tier 1,Supermarket Type1,3163.8816,FDH27OUT046
,Regular,0.065203103,Meat,166.0816,1985,Medium,Tier 3,Supermarket Type3,5033.448,FDN39OUT027
11.6,Regular,0.078929571,Frozen Foods,79.9276,1997,Small,Tier 1,Supermarket Type1,1137.1864,FDH40OUT046
,Low Fat,0.182514881,Fruits and Vegetables,98.77,1985,Medium,Tier 3,Supermarket Type3,2696.49,FDJ56OUT027
12.1,Low Fat,0.016895293,Hard Drinks,178.566,2009,Medium,Tier 3,Supermarket Type2,898.83,DRN47OUT018
10,Low Fat,0.073379745,Health and Hygiene,118.244,1997,Small,Tier 1,Supermarket Type1,2756.412,NCO17OUT046
14.35,Low Fat,0.08075758,Baking Goods,81.896,2002,,Tier 2,Supermarket Type1,878.856,FDX60OUT045
10.395,Low Fat,0.112271498,Snack Foods,58.222,1999,Medium,Tier 1,Supermarket Type1,659.142,FDT22OUT049
,Low Fat,0.153741385,Dairy,182.6292,1985,Small,Tier 1,Grocery Store,182.4292,FDX26OUT019
8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,1987,High,Tier 3,Supermarket Type1,3610.6334,FDG45OUT013
8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,2004,Small,Tier 2,Supermarket Type1,5153.292,FDD44OUT035
9.195,Regular,0.078502143,Meat,108.7596,2007,,Tier 2,Supermarket Type1,2588.6304,FDS15OUT017
20.7,Regular,0.047684831,Dairy,212.5876,2009,Medium,Tier 3,Supermarket Type2,1286.3256,FDL51OUT018
15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,2007,,Tier 2,Supermarket Type1,1230.3984,FDL32OUT017
,Regular,0,Fruits and Vegetables,60.2194,1985,Medium,Tier 3,Supermarket Type3,1733.7432,FDZ07OUT027
,Low Fat,0.053392944,Health and Hygiene,193.8162,1985,Small,Tier 1,Grocery Store,384.8324,NCW53OUT019
16.5,Low Fat,0.036715907,Household,180.0318,2002,,Tier 2,Supermarket Type1,3969.4996,NCA54OUT045
9,Low Fat,0.065236932,Snack Foods,176.437,2004,Small,Tier 2,Supermarket Type1,7763.228,FDX09OUT035
6.785,Regular,0.041947547,Meat,41.2112,1987,High,Tier 3,Supermarket Type1,809.6128,FDO51OUT013
19.5,Low Fat,0.082888496,Canned,178.6002,2009,Medium,Tier 3,Supermarket Type2,1253.7014,FDW49OUT018
7.575,Low Fat,0.055390121,Dairy,195.2768,1997,Small,Tier 1,Supermarket Type1,5715.2272,FDB27OUT046
18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,1987,High,Tier 3,Supermarket Type1,1464.76,FDF45OUT013
16.75,Low Fat,0.060495243,Dairy,169.8106,1987,High,Tier 3,Supermarket Type1,3251.1014,FDV02OUT013
7.47,Regular,0,Frozen Foods,214.3218,2004,Small,Tier 2,Supermarket Type1,4274.436,FDY28OUT035
,Regular,0.014753811,Fruits and Vegetables,231.7958,1985,Medium,Tier 3,Supermarket Type3,5375.0034,FDX31OUT027
,Low Fat,0.160707489,Fruits and Vegetables,38.019,1985,Medium,Tier 3,Supermarket Type3,1318.284,FDR43OUT027
13.85,Regular,0.085622362,Meat,119.4124,2009,Medium,Tier 3,Supermarket Type2,2251.7356,FDP51OUT018
6.635,Regular,0.046350909,Frozen Foods,37.4506,2007,,Tier 2,Supermarket Type1,1176.4686,FDL52OUT017
6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,1997,Small,Tier 1,Supermarket Type1,3523.4136,FDR44OUT046
15.25,Low Fat,0.026604781,Snack Foods,86.2198,2004,Small,Tier 2,Supermarket Type1,610.5386,FDB34OUT035
15.85,Low Fat,0,Canned,96.4094,2004,Small,Tier 2,Supermarket Type1,1237.7222,FDC50OUT035
15.2,Low Fat,0.031860325,Snack Foods,235.1248,1998,,Tier 3,Grocery Store,474.0496,FDT57OUT010
,Regular,0,Snack Foods,52.6666,1985,Medium,Tier 3,Supermarket Type3,717.7324,FDP22OUT027
20.75,LF,0.021250002,Soft Drinks,150.5024,1997,Small,Tier 1,Supermarket Type1,2580.6408,DRE49OUT046
10.195,Low Fat,0.159936948,Frozen Foods,143.2154,1997,Small,Tier 1,Supermarket Type1,2552.6772,FDM40OUT046
7.605,Low Fat,0.129503146,Fruits and Vegetables,164.021,2002,,Tier 2,Supermarket Type1,3914.904,FDY32OUT045
18,Regular,0.142688846,Fruits and Vegetables,88.5514,1997,Small,Tier 1,Supermarket Type1,796.9626,FDW07OUT046
,Low Fat,0.179484411,Dairy,228.9352,1985,Small,Tier 1,Grocery Store,916.1408,FDU02OUT019
18.35,Low Fat,0.089163056,Household,191.3504,2002,,Tier 2,Supermarket Type1,3259.7568,NCF18OUT045
6.59,Low Fat,0.105761491,Fruits and Vegetables,84.8908,1999,Medium,Tier 1,Supermarket Type1,1677.816,FDQ56OUT049
13.8,reg,0.056960814,Snack Foods,230.0984,1999,Medium,Tier 1,Supermarket Type1,3707.1744,FDN58OUT049
21.2,Regular,0.00704098,Starchy Foods,173.5738,1997,Small,Tier 1,Supermarket Type1,2954.1546,FDG35OUT046
10.5,Regular,0.011026594,Snack Foods,166.4842,2009,Medium,Tier 3,Supermarket Type2,2652.5472,FDY34OUT018
8.97,Low Fat,0.093203257,Household,52.7956,2002,,Tier 2,Supermarket Type1,1037.3164,NCE19OUT045
,Low Fat,0.026916794,Others,50.9666,1985,Medium,Tier 3,Supermarket Type3,717.7324,NCK31OUT027
10.6,Low Fat,0.035264298,Health and Hygiene,86.1224,2002,,Tier 2,Supermarket Type1,426.112,NCJ29OUT045
13.65,Low Fat,0.015908424,Breads,231.1668,2004,Small,Tier 2,Supermarket Type1,6911.004,FDT59OUT035
19,Low Fat,0.017719277,Health and Hygiene,211.0244,1997,Small,Tier 1,Supermarket Type1,3811.0392,NCX41OUT046
,Regular,0.035334201,Snack Foods,115.3518,1985,Medium,Tier 3,Supermarket Type3,2277.036,FDU45OUT027
,Low Fat,0.065652494,Baking Goods,48.9034,1985,Small,Tier 1,Grocery Store,48.6034,FDW24OUT019
6.865,Low Fat,0.056919038,Snack Foods,212.8218,1999,Medium,Tier 1,Supermarket Type1,5770.4886,FDF22OUT049
10.8,Regular,0.048143292,Baking Goods,40.2138,1997,Small,Tier 1,Supermarket Type1,690.4346,FDM60OUT046
16.7,Low Fat,0.022047313,Dairy,110.2886,1987,High,Tier 3,Supermarket Type1,1890.2062,FDR02OUT013
,Low Fat,0.090427268,Hard Drinks,126.2336,1985,Medium,Tier 3,Supermarket Type3,3195.84,DRP35OUT027
15.15,Low Fat,0.027779254,Baking Goods,150.1708,1997,Small,Tier 1,Supermarket Type1,1504.708,FDS48OUT046
10.5,Low Fat,0,Household,238.3248,1998,,Tier 3,Grocery Store,711.0744,NCZ42OUT010
17.6,Low Fat,0.008033611,Dairy,174.2422,2009,Medium,Tier 3,Supermarket Type2,4311.055,FDZ38OUT018
19.35,Low Fat,0.033088472,Meat,175.4738,1997,Small,Tier 1,Supermarket Type1,521.3214,FDH19OUT046
15.7,Low Fat,0.160663021,Household,59.4562,1997,Small,Tier 1,Supermarket Type1,829.5868,NCB55OUT046
18.1,LF,0.178975721,Dairy,155.5288,2007,,Tier 2,Supermarket Type1,1571.288,FDC15OUT017
10.195,Regular,0.017627888,Starchy Foods,239.6538,2004,Small,Tier 2,Supermarket Type1,2403.538,FDF11OUT035
,low fat,0.0194158,Breads,41.6454,1985,Small,Tier 1,Grocery Store,83.8908,FDW35OUT019
6.655,Low Fat,0.016993225,Fruits and Vegetables,211.0586,2002,,Tier 2,Supermarket Type1,844.2344,FDB44OUT045
19,Low Fat,0.027139013,Household,127.3336,2007,,Tier 2,Supermarket Type1,2940.1728,NCC06OUT017
7.075,Low Fat,0.03777249,Frozen Foods,98.0068,1998,,Tier 3,Grocery Store,291.6204,FDR04OUT010
13.15,Low Fat,0.036746479,Frozen Foods,181.2976,2002,,Tier 2,Supermarket Type1,3259.7568,FDB17OUT045
20.1,Regular,0.022460102,Fruits and Vegetables,226.8036,1999,Medium,Tier 1,Supermarket Type1,3415.554,FDW43OUT049
20.35,Regular,0,Dairy,256.7672,2009,Medium,Tier 3,Supermarket Type2,5624.6784,FDA27OUT018
18.85,Low Fat,0.05213575,Health and Hygiene,190.1846,1999,Medium,Tier 1,Supermarket Type1,6687.961,NCU41OUT049
16.35,Regular,0.062508438,Fruits and Vegetables,227.1062,1999,Medium,Tier 1,Supermarket Type1,5642.655,FDY56OUT049
11.3,Low Fat,0.007309544,Meat,196.2426,2009,Medium,Tier 3,Supermarket Type2,4943.565,FDV39OUT018
17.5,Low Fat,0.015623754,Fruits and Vegetables,182.6266,2009,Medium,Tier 3,Supermarket Type2,3135.2522,FDN32OUT018
18,Regular,0.142978223,Fruits and Vegetables,87.4514,2002,,Tier 2,Supermarket Type1,796.9626,FDW07OUT045
7.935,Low Fat,0.017191055,Dairy,51.535,2002,,Tier 2,Supermarket Type1,848.895,FDZ27OUT045
,Low Fat,0.143592939,Baking Goods,37.3164,1985,Small,Tier 1,Grocery Store,38.6164,FDW23OUT019
20.25,Regular,0.011995271,Canned,184.5924,1997,Small,Tier 1,Supermarket Type1,4997.4948,FDU01OUT046
15.5,Regular,0.15717236,Snack Foods,149.1418,1999,Medium,Tier 1,Supermarket Type1,588.5672,FDF10OUT049
,Low Fat,0.061393095,Dairy,91.812,1985,Small,Tier 1,Grocery Store,372.848,DRH03OUT019
,Regular,0.264124669,Meat,155.7314,1985,Small,Tier 1,Grocery Store,155.1314,FDW27OUT019
15.35,Low Fat,0.020310046,Soft Drinks,218.0508,1987,High,Tier 3,Supermarket Type1,3038.7112,DRI13OUT013
10.1,Low Fat,0.054630834,Health and Hygiene,200.2084,1997,Small,Tier 1,Supermarket Type1,1587.2672,NCR05OUT046
16.7,Regular,0.052517969,Frozen Foods,115.4176,2002,,Tier 2,Supermarket Type1,687.1056,FDB29OUT045
20.7,Regular,0.047565208,Dairy,213.4876,1999,Medium,Tier 1,Supermarket Type1,1929.4884,FDL51OUT049
16,LF,0.060797393,Starchy Foods,223.8404,1987,High,Tier 3,Supermarket Type1,3600.6464,FDB11OUT013
14,Low Fat,0.041291169,Starchy Foods,180.7634,1997,Small,Tier 1,Supermarket Type1,2181.1608,FDI35OUT046
12.85,Low Fat,0.022604051,Fruits and Vegetables,181.4318,1997,Small,Tier 1,Supermarket Type1,3428.2042,FDX08OUT046
20.85,Regular,0.056580228,Breads,105.6648,2002,,Tier 2,Supermarket Type1,623.1888,FDP59OUT045
12.35,Low Fat,0.164196823,Household,120.5124,1999,Medium,Tier 1,Supermarket Type1,2133.2232,NCJ18OUT049
6.85,Low Fat,0.022976497,Frozen Foods,261.6594,2009,Medium,Tier 3,Supermarket Type2,3401.5722,FDJ41OUT018
10.3,Low Fat,0.027310252,Fruits and Vegetables,101.0042,2004,Small,Tier 2,Supermarket Type1,1289.6546,FDU08OUT035
,Regular,0.141975462,Snack Foods,49.6008,1985,Small,Tier 1,Grocery Store,50.6008,FDS09OUT019
8.775,Low Fat,0,Dairy,45.9428,1987,High,Tier 3,Supermarket Type1,790.9704,DRH15OUT013
18.85,Low Fat,0.01619866,Health and Hygiene,129.2626,2007,,Tier 2,Supermarket Type1,3147.9024,NCV17OUT017
,Low Fat,0.014205168,Household,56.7614,1985,Medium,Tier 3,Supermarket Type3,2486.763,NCO54OUT027
